,fullname,html,is_retweet,likes,replies,retweet_id,retweeter_userid,retweeter_username,retweets,text,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username
1890,Montgomery Co. Cab,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> touched down in Franklin, Texas. <img alt=""😮"" aria-label=""Emoji: Face with open mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f62e.png"" title=""Face with open mouth""/> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.khou.com/mobile/article/news/local/texas/it-looks-like-a-bomb-tornado-in-franklin-texas-causes-widespread-damage/285-7a189c65-6487-4463-8a9b-face932457d4"" dir=""ltr"" href=""https://t.co/bEZi7y7TDm"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.khou.com/mobile/article/news/local/texas/it-looks-like-a-bomb-tornado-in-franklin-texas-causes-widespread-damage/285-7a189c65-6487-4463-8a9b-face932457d4""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">khou.com/mobile/article</span><span class=""invisible"">/news/local/texas/it-looks-like-a-bomb-tornado-in-franklin-texas-causes-widespread-damage/285-7a189c65-6487-4463-8a9b-face932457d4</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"Tornado touched down in Franklin, Texas.  https://www.khou.com/mobile/article/news/local/texas/it-looks-like-a-bomb-tornado-in-franklin-texas-causes-widespread-damage/285-7a189c65-6487-4463-8a9b-face932457d4 …",2019-04-13 23:27:22,1555198042,1117207681683591169,/MontgomeryCoCab/status/1117207681683591169,1323958885,MontgomeryCoCab
1891,annábia,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">nunca vou perdoar este país por não ter <strong>tornado</strong> o aborto legal desde q minha mãe engravidou de mim</p>",0,5,0,,,,4,nunca vou perdoar este país por não ter tornado o aborto legal desde q minha mãe engravidou de mim,2019-04-13 23:27:17,1555198037,1117207660821086211,/2be_atriz/status/1117207660821086211,3523860675,2be_atriz
1892,MewMewWinx 🏳️‍🌈,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">air horn when the <strong>tornado</strong> warning comes in (because there aren’t sirens on campus which is incredibly dangerous in and of itself) that no one knows the meaning of, you actively knock on people’s doors and tell them to go downstairs? And what about that (4)</p>",0,0,1,,,,0,"air horn when the tornado warning comes in (because there aren’t sirens on campus which is incredibly dangerous in and of itself) that no one knows the meaning of, you actively knock on people’s doors and tell them to go downstairs? And what about that (4)",2019-04-13 23:27:16,1555198036,1117207657113366531,/meowmeowwings/status/1117207657113366531,600179600,meowmeowwings
1893,Ethan Wilson,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">LIVE: Large <strong>tornado</strong> injures 2 children, leaves behind trail of extensive damage in Texas <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.accuweather.com/en/weather-news/reports-first-large-extremely-dangerous-tornado-of-saturday-threatening-lives-in-texas/70007983"" dir=""ltr"" href=""https://t.co/EAfr4NJIUg"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.accuweather.com/en/weather-news/reports-first-large-extremely-dangerous-tornado-of-saturday-threatening-lives-in-texas/70007983""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">accuweather.com/en/weather-new</span><span class=""invisible"">s/reports-first-large-extremely-dangerous-tornado-of-saturday-threatening-lives-in-texas/70007983</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"LIVE: Large tornado injures 2 children, leaves behind trail of extensive damage in Texas https://www.accuweather.com/en/weather-news/reports-first-large-extremely-dangerous-tornado-of-saturday-threatening-lives-in-texas/70007983 …",2019-04-13 23:27:10,1555198030,1117207630148243463,/ethanbwilson/status/1117207630148243463,14531427,ethanbwilson
1894,Shiree McCarver,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Major severe storms, <strong>tornado</strong> outbreak expected in Deep South <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://a.msn.com/04/en-us/BBVU3hk?ocid=sf"" dir=""ltr"" href=""https://t.co/nHiN40WUul"" rel=""nofollow noopener"" target=""_blank"" title=""http://a.msn.com/04/en-us/BBVU3hk?ocid=sf""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">a.msn.com/04/en-us/BBVU3</span><span class=""invisible"">hk?ocid=sf</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"Major severe storms, tornado outbreak expected in Deep South http://a.msn.com/04/en-us/BBVU3hk?ocid=sf …",2019-04-13 23:26:56,1555198016,1117207569959989250,/shireemccarver/status/1117207569959989250,32724521,shireemccarver
1895,Paddy,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Praying for the people in Franklin. Having a <strong>tornado</strong> rip through your town and having everything destroyed is horrible.</p>",0,0,0,,,,0,Praying for the people in Franklin. Having a tornado rip through your town and having everything destroyed is horrible.,2019-04-13 23:26:50,1555198010,1117207547893702656,/AnomalyVG/status/1117207547893702656,909949156319358976,AnomalyVG
1896,Cynt Walk by Faith!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> drills in grade school came in handy today <img alt=""♥️"" aria-label=""Emoji: Heart suit"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2665.png"" title=""Heart suit""/><img alt=""😩"" aria-label=""Emoji: Weary face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f629.png"" title=""Weary face""/></p>",0,1,0,,,,0,Tornado drills in grade school came in handy today ,2019-04-13 23:26:49,1555198009,1117207540675305472,/CWalker_89/status/1117207540675305472,3466503319,CWalker_89
1897,Ryan Mecum,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I wonder where in Ohio the <strong>tornado</strong> will touch down tomorrow?</p>",0,5,1,,,,0,I wonder where in Ohio the tornado will touch down tomorrow?,2019-04-13 23:26:39,1555197999,1117207500623962112,/MecumHaiku/status/1117207500623962112,25438611,MecumHaiku
1898,Marshall Ramsey,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Seems to be flooding on I-20 and 61. Lots of trees down. My friends over there say power out. <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2163203732"" dir=""ltr"" href=""/Traci963""><s>@</s><b>Traci963</b></a> posted the <strong>tornado</strong> itself. Watched a storm chaser in V-Burg as the two rotations came through and the rain was insane.</p>",0,3,0,,,,1,Seems to be flooding on I-20 and 61. Lots of trees down. My friends over there say power out. @Traci963 posted the tornado itself. Watched a storm chaser in V-Burg as the two rotations came through and the rain was insane.,2019-04-13 23:26:36,1555197996,1117207489848782848,/MarshallRamsey/status/1117207489848782848,17172508,MarshallRamsey
1899,B. Scott from Hiram Clarke,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">'It looks like a bomb' | <strong>Tornado</strong> in Franklin, Texas, causes widespread damage <a class=""twitter-timeline-link"" data-expanded-url=""https://on.khou.com/2DoiepF"" dir=""ltr"" href=""https://t.co/p0QIuoN8Bh"" rel=""nofollow noopener"" target=""_blank"" title=""https://on.khou.com/2DoiepF""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">on.khou.com/2DoiepF</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/KHOU11?src=hash""><s>#</s><b>KHOU11</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/PcPkWjTNrE"">pic.twitter.com/PcPkWjTNrE</a></p>",0,7,0,,,,4,"'It looks like a bomb' | Tornado in Franklin, Texas, causes widespread damage https://on.khou.com/2DoiepF  #KHOU11pic.twitter.com/PcPkWjTNrE",2019-04-13 23:26:28,1555197988,1117207454524293120,/brandonkscott/status/1117207454524293120,71078070,brandonkscott
1900,🌪StormWatch America,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">MD 0328 CONCERNING <strong>TORNADO</strong> WATCH 54... FOR YAZOO...HOLMES...ATTALA...LEAKE...AND MADISON COUNTIES IN CENTRAL MISSISSIPPI

Mesoscale Discussion 0328
NWS Storm Prediction Center Norman OK
0613 PM CDT Sat Apr 13 2019

Areas affected...Yazoo...Holmes...Attal… <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/GGRfyZ"" dir=""ltr"" href=""https://t.co/ejPtdnccm7"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/GGRfyZ""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/GGRfyZ</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",0,1,0,,,,1,"MD 0328 CONCERNING TORNADO WATCH 54... FOR YAZOO...HOLMES...ATTALA...LEAKE...AND MADISON COUNTIES IN CENTRAL MISSISSIPPI

Mesoscale Discussion 0328
NWS Storm Prediction Center Norman OK
0613 PM CDT Sat Apr 13 2019

Areas affected...Yazoo...Holmes...Attal… http://bit.ly/GGRfyZ ",2019-04-13 23:26:19,1555197979,1117207417840906241,/StormWchAmerica/status/1117207417840906241,636484224,StormWchAmerica
1901,Michael Larson,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">LIVE: Large <strong>tornado</strong> injures 2 children, leaves behind trail of extensive damage in Texas… <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://goo.gl/fb/m3c83C"" dir=""ltr"" href=""https://t.co/ej54gPZDG1"" rel=""nofollow noopener"" target=""_blank"" title=""https://goo.gl/fb/m3c83C""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">goo.gl/fb/m3c83C</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",0,0,0,,,,0,"LIVE: Large tornado injures 2 children, leaves behind trail of extensive damage in Texas… https://goo.gl/fb/m3c83C ",2019-04-13 23:26:18,1555197978,1117207413197803521,/SportzNutz/status/1117207413197803521,46549285,SportzNutz
1902,Trill DiBiase,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Reed Timmer (a known meteorologist from the show Storm Chasers) literally ran out of gas on I-55 near Pickens. A mile from the <strong>tornado</strong> wow.</p>",0,4,1,,,,0,Reed Timmer (a known meteorologist from the show Storm Chasers) literally ran out of gas on I-55 near Pickens. A mile from the tornado wow.,2019-04-13 23:26:09,1555197969,1117207374106890240,/jtrill69/status/1117207374106890240,54793468,jtrill69
1903,Aigis,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Guess those <strong>tornado</strong> warnings weren’t for nothing nearby. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/i/events/1117176031343824896"" dir=""ltr"" href=""https://t.co/8Yp56JuupP"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/i/events/1117176031343824896""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/i/events/11171</span><span class=""invisible"">76031343824896</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,Guess those tornado warnings weren’t for nothing nearby. https://twitter.com/i/events/1117176031343824896 …,2019-04-13 23:26:02,1555197962,1117207344746831873,/knightofservia/status/1117207344746831873,600305439,knightofservia
1904,Michelle Miller,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> tears off Kroger roof near Vicksburg <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.wjtv.com/news/local-news/tornado-tears-off-kroger-roof-near-vicksburg/1923822143?utm_medium=social&amp;utm_source=facebook_WJTV_12_News"" dir=""ltr"" href=""https://t.co/lRQQwUenle"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.wjtv.com/news/local-news/tornado-tears-off-kroger-roof-near-vicksburg/1923822143?utm_medium=social&amp;utm_source=facebook_WJTV_12_News""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">wjtv.com/news/local-new</span><span class=""invisible"">s/tornado-tears-off-kroger-roof-near-vicksburg/1923822143?utm_medium=social&amp;utm_source=facebook_WJTV_12_News</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,1,Tornado tears off Kroger roof near Vicksburg https://www.wjtv.com/news/local-news/tornado-tears-off-kroger-roof-near-vicksburg/1923822143?utm_medium=social&utm_source=facebook_WJTV_12_News …,2019-04-13 23:26:01,1555197961,1117207341806575616,/MrsM_Miller/status/1117207341806575616,570230180,MrsM_Miller
1905,RadarOmega,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> Warning near Vaughan, MS. Radar indicated and also likely producing 1.75"" hail. Warning expires 6:30PM CDT. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mswx?src=hash""><s>#</s><b>mswx</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ttT3UJhmRi"">pic.twitter.com/ttT3UJhmRi</a></p>",0,2,0,,,,0,"Tornado Warning near Vaughan, MS. Radar indicated and also likely producing 1.75"" hail. Warning expires 6:30PM CDT. #mswxpic.twitter.com/ttT3UJhmRi",2019-04-13 23:25:25,1555197925,1117207188441837568,/RadarOmega_WX/status/1117207188441837568,1016409968642330626,RadarOmega_WX
1906,𝙩𝙖𝙗𝙞𝙩𝙝𝙖,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> watch</p>",0,0,0,,,,0,Tornado watch,2019-04-13 23:25:25,1555197925,1117207188433506304,/tabxtha/status/1117207188433506304,861907279,tabxtha
1907,Belfry Bat,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">via EpisDioMS: RT NWSJacksonMS: <strong>Tornado</strong> Warning continues for Vaughan MS, Way MS until 6:30 PM CDT <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/VfBM7AOJ6C"">pic.twitter.com/VfBM7AOJ6C</a></p>",0,0,0,,,,0,"via EpisDioMS: RT NWSJacksonMS: Tornado Warning continues for Vaughan MS, Way MS until 6:30 PM CDT pic.twitter.com/VfBM7AOJ6C",2019-04-13 23:25:11,1555197911,1117207132154232832,/belfry_bat/status/1117207132154232832,1260072948,belfry_bat
1908,Rena Ami Akai,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Let me tell you about Tornadocon. First, the smoke detectors were going off because of the rave, so all the attendees had to go stand out in the rain, get locked out of the convention center. Then we had to go to the catacombs because of the <strong>tornado</strong>. A mile down the road was fine</p>",0,0,1,,,,0,"Let me tell you about Tornadocon. First, the smoke detectors were going off because of the rave, so all the attendees had to go stand out in the rain, get locked out of the convention center. Then we had to go to the catacombs because of the tornado. A mile down the road was fine",2019-04-13 23:24:58,1555197898,1117207077359947783,/Renaxakai/status/1117207077359947783,462801358,Renaxakai
1909,Ken Allen,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> hits central Texas town as severe storms forecast from Dallas to Birmingham, Alabama <a class=""twitter-timeline-link"" data-expanded-url=""https://www.usatoday.com/story/news/nation/2019/04/13/severe-storms-including-likely-twisters-feared-texas-alabama/3456113002/"" dir=""ltr"" href=""https://t.co/r0u6ivjZAR"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.usatoday.com/story/news/nation/2019/04/13/severe-storms-including-likely-twisters-feared-texas-alabama/3456113002/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">usatoday.com/story/news/nat</span><span class=""invisible"">ion/2019/04/13/severe-storms-including-likely-twisters-feared-texas-alabama/3456113002/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15754281"" dir=""ltr"" href=""/USATODAY""><s>@</s><b>USATODAY</b></a></p>",0,0,0,,,,0,"Tornado hits central Texas town as severe storms forecast from Dallas to Birmingham, Alabama https://www.usatoday.com/story/news/nation/2019/04/13/severe-storms-including-likely-twisters-feared-texas-alabama/3456113002/ … via @USATODAY",2019-04-13 23:24:53,1555197893,1117207055004094464,/RedbaronKA/status/1117207055004094464,2372129786,RedbaronKA
1910,KHOU 11 News Houston,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">'It looks like a bomb' | <strong>Tornado</strong> in Franklin, Texas, causes widespread damage <a class=""twitter-timeline-link"" data-expanded-url=""https://on.khou.com/2Z7R4MO"" dir=""ltr"" href=""https://t.co/4FysqB9SNL"" rel=""nofollow noopener"" target=""_blank"" title=""https://on.khou.com/2Z7R4MO""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">on.khou.com/2Z7R4MO</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/KHOU11?src=hash""><s>#</s><b>KHOU11</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/NMtGJCW83o"">pic.twitter.com/NMtGJCW83o</a></p>",0,6,0,,,,5,"'It looks like a bomb' | Tornado in Franklin, Texas, causes widespread damage https://on.khou.com/2Z7R4MO  #KHOU11pic.twitter.com/NMtGJCW83o",2019-04-13 23:24:51,1555197891,1117207046078849025,/KHOU/status/1117207046078849025,15791186,KHOU
1911,Shug48Q🇺🇸#MAGA,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Damage images from Vicksburg <strong>tornado</strong> - Magnolia State Live | Magnolia State Live <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.magnoliastatelive.com/2019/04/13/damage-images-from-vicksburg-tornado/"" dir=""ltr"" href=""https://t.co/GdE0elXl0o"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.magnoliastatelive.com/2019/04/13/damage-images-from-vicksburg-tornado/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">magnoliastatelive.com/2019/04/13/dam</span><span class=""invisible"">age-images-from-vicksburg-tornado/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,Damage images from Vicksburg tornado - Magnolia State Live | Magnolia State Live https://www.magnoliastatelive.com/2019/04/13/damage-images-from-vicksburg-tornado/ …,2019-04-13 23:24:45,1555197885,1117207021181444096,/Shug48/status/1117207021181444096,330676930,Shug48
1912,Libra4Life,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">When you're watching <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""16081037"" dir=""ltr"" href=""/WLBT""><s>@</s><b>WLBT</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""232041154"" dir=""ltr"" href=""/PatrickEllisWx""><s>@</s><b>PatrickEllisWx</b></a> speaking about a <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Tornado?src=hash""><s>#</s><b><strong>Tornado</strong></b></a> then the power goes out......  eerie silence <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Darkness?src=hash""><s>#</s><b>Darkness</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IHateTornadoes?src=hash""><s>#</s><b>IHateTornadoes</b></a></p>",0,0,0,,,,0,When you're watching @WLBT @PatrickEllisWx speaking about a #Tornado then the power goes out......  eerie silence #Darkness #IHateTornadoes,2019-04-13 23:24:25,1555197865,1117206939413430275,/ssippigirl/status/1117206939413430275,51939349,ssippigirl
1913,James Bryant,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">A <strong>tornado</strong> watch remains in effect for Ashley and Chicot counties, but the severe threat is essentially over and these counties will be cleared from the <strong>tornado</strong> watch soon! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/arwx?src=hash""><s>#</s><b>arwx</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/IaxekovKbm"">pic.twitter.com/IaxekovKbm</a></p>",0,18,1,,,,2,"A tornado watch remains in effect for Ashley and Chicot counties, but the severe threat is essentially over and these counties will be cleared from the tornado watch soon! #arwxpic.twitter.com/IaxekovKbm",2019-04-13 23:24:15,1555197855,1117206898481225729,/KATVJames/status/1117206898481225729,821068422905823233,KATVJames
1914,Ms-Maggie 🇸🇻🎓,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">There’s a <strong>tornado</strong> warning and church is canceled for today <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/5o4E7odKIR"">pic.twitter.com/5o4E7odKIR</a></p>",0,0,0,,,,0,There’s a tornado warning and church is canceled for today pic.twitter.com/5o4E7odKIR,2019-04-13 23:24:11,1555197851,1117206880714203136,/Ms_Maggie99/status/1117206880714203136,842377716427046913,Ms_Maggie99
1915,Pulse Weather,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">DAMAGE IN VICKSBURG FROM <strong>TORNADO</strong>: <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/jG6o4Sh0Zx"">pic.twitter.com/jG6o4Sh0Zx</a></p>",0,2,0,,,,4,DAMAGE IN VICKSBURG FROM TORNADO: pic.twitter.com/jG6o4Sh0Zx,2019-04-13 23:24:10,1555197850,1117206875072651264,/PulseWX/status/1117206875072651264,1093346371971604480,PulseWX
1916,GUCCI FLIPFLOPS 👡✨,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Lmfaoooo they cancelled the whole probate <img alt=""😂"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/><img alt=""😂"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/><img alt=""😂"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/> that <strong>tornado</strong> better show its ass tonight</p>",0,1,0,,,,0,Lmfaoooo they cancelled the whole probate  that tornado better show its ass tonight,2019-04-13 23:24:10,1555197850,1117206874934452224,/bvsedDEEZY/status/1117206874934452224,383954552,bvsedDEEZY
1917,BasedCovfefe,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Live?src=hash""><s>#</s><b>Live</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SevereWeather?src=hash""><s>#</s><b>SevereWeather</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TORNADO?src=hash""><s>#</s><b><strong>TORNADO</strong></b></a> Outbreak across <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Louisiana?src=hash""><s>#</s><b>Louisiana</b></a> &amp; <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Mississippi?src=hash""><s>#</s><b>Mississippi</b></a> <a class=""twitter-timeline-link"" data-expanded-url=""https://youtu.be/-EAp6dTLWfQ"" dir=""ltr"" href=""https://t.co/hIGT6nTjbz"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/-EAp6dTLWfQ""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/-EAp6dTLWfQ</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""10228272"" dir=""ltr"" href=""/YouTube""><s>@</s><b>YouTube</b></a></p>",0,0,0,,,,0,#Live #SevereWeather #TORNADO Outbreak across #Louisiana & #Mississippi https://youtu.be/-EAp6dTLWfQ  via @YouTube,2019-04-13 23:24:09,1555197849,1117206873260875776,/WifeOfSpock/status/1117206873260875776,2323101888,WifeOfSpock
1918,James Spann,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">More photos of lowered cloud bases in the showers/storms over West Alabama that are broadly rotating. No evidence of a <strong>tornado</strong> so far. No warnings. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/AQGmDLPlWQ"">pic.twitter.com/AQGmDLPlWQ</a></p>",0,68,1,,,,20,More photos of lowered cloud bases in the showers/storms over West Alabama that are broadly rotating. No evidence of a tornado so far. No warnings. pic.twitter.com/AQGmDLPlWQ,2019-04-13 23:24:03,1555197843,1117206847126110208,/spann/status/1117206847126110208,15220806,spann
1919,Antonio Maffei,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">DAMAGE IN VICKSBURG FROM <strong>TORNADO</strong>: <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/fNmEybldHb"">pic.twitter.com/fNmEybldHb</a></p>",0,3,0,,,,2,DAMAGE IN VICKSBURG FROM TORNADO: pic.twitter.com/fNmEybldHb,2019-04-13 23:23:57,1555197837,1117206819011645442,/AMaffeiWX/status/1117206819011645442,1007844309364662273,AMaffeiWX
1920,MewMewWinx 🏳️‍🌈,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">my dorm because YOU don’t have a proper <strong>tornado</strong> plan. In a state that is no stranger to tornados, nonetheless. So, I know you don’t want to, but maybe you should train your RAs better and give them a proper briefing on how to get people somewhere safe (2)</p>",0,0,1,,,,0,"my dorm because YOU don’t have a proper tornado plan. In a state that is no stranger to tornados, nonetheless. So, I know you don’t want to, but maybe you should train your RAs better and give them a proper briefing on how to get people somewhere safe (2)",2019-04-13 23:23:52,1555197832,1117206799952879616,/meowmeowwings/status/1117206799952879616,600179600,meowmeowwings
