,fullname,html,is_retweet,likes,replies,retweet_id,retweeter_userid,retweeter_username,retweets,text,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username
1700,aster [barely alive edition],"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">me: tweets a sigma balls joke
some random clowns: <strong>flood</strong> my mentions with how a characters race should not matter and everyone who doesnt think that way is an idiot <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/xZE3Mv2mF0"">pic.twitter.com/xZE3Mv2mF0</a></p>",0,15,0,,,,1,"me: tweets a sigma balls joke
some random clowns: flood my mentions with how a characters race should not matter and everyone who doesnt think that way is an idiot pic.twitter.com/xZE3Mv2mF0",2019-07-21 21:05:42,1563743142,1153048426201911296,/forceofhooreg/status/1153048426201911296,3831217582,forceofhooreg
1701,tarla.in 🌍🛰️🌄⛈️,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""und""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Lahore?src=hash""><s>#</s><b>Lahore</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/flood?src=hash""><s>#</s><b><strong>flood</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Gk0C9OP6NV"">pic.twitter.com/Gk0C9OP6NV</a></p>",0,0,0,,,,1,#Lahore #flood pic.twitter.com/Gk0C9OP6NV,2019-07-21 21:05:41,1563743141,1153048425228832769,/HelloTarla/status/1153048425228832769,1097760497053650944,HelloTarla
1702,James Bejon,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">* Meanwhile, (P) 7.10 (per <a class=""twitter-timeline-link"" data-expanded-url=""https://www.livius.org/articles/misc/great-flood/flood1-t-bible_2/"" dir=""ltr"" href=""https://t.co/axG32DrOM9"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.livius.org/articles/misc/great-flood/flood1-t-bible_2/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">livius.org/articles/misc/</span><span class=""invisible"">great-flood/flood1-t-bible_2/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>) shows a reliance on the non-P narrative, since 7.10 has the <strong>flood</strong> come seven days after Noah enters the ark, yet YHWH’s intention to send the <strong>flood</strong> in seven days time is not mentioned in P (but in non-P 7.4).</p>",0,4,1,,,,0,"* Meanwhile, (P) 7.10 (per https://www.livius.org/articles/misc/great-flood/flood1-t-bible_2/ …) shows a reliance on the non-P narrative, since 7.10 has the flood come seven days after Noah enters the ark, yet YHWH’s intention to send the flood in seven days time is not mentioned in P (but in non-P 7.4).",2019-07-21 21:05:41,1563743141,1153048423630856192,/JamesBejon/status/1153048423630856192,859885488668389377,JamesBejon
1703,softboi summer,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I saw someone <strong>FLOODING</strong> their lomein (that’s been cooked in, y’know, soy sauce) with soy sauce yesterday <img alt=""🤢"" aria-label=""Emoji: Nauseated face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f922.png"" title=""Nauseated face""/> And the other day someone poured soy sauce in their miso soup... <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/wdtu7itt4y"">pic.twitter.com/wdtu7itt4y</a></p>",0,0,1,,,,0,"I saw someone FLOODING their lomein (that’s been cooked in, y’know, soy sauce) with soy sauce yesterday  And the other day someone poured soy sauce in their miso soup... pic.twitter.com/wdtu7itt4y",2019-07-21 21:05:35,1563743135,1153048400490848259,/kaze13_/status/1153048400490848259,115971385,kaze13_
1704,clyde,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Help those still recovering from the <strong>floods</strong>. My sons house was completely destroyed. No <strong>flood</strong> insurance because the neighborhood had never flooded. He is ok. Help others!</p>",0,1,0,,,,0,Help those still recovering from the floods. My sons house was completely destroyed. No flood insurance because the neighborhood had never flooded. He is ok. Help others!,2019-07-21 21:05:31,1563743131,1153048382514106370,/clydesconnect/status/1153048382514106370,56428302,clydesconnect
1705,IEMBot JAN,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">At 9:47 AM CDT, 3 NNW Lexington [Holmes Co, MS] EMERGENCY MNGR reports FLASH <strong>FLOOD</strong>. ANDERSON ROAD CLOSED DUE TO <strong>FLOODING</strong>. <a class=""twitter-timeline-link"" data-expanded-url=""https://mesonet.agron.iastate.edu/lsr/#JAN/201907211447/201907211447"" dir=""ltr"" href=""https://t.co/mwdb2mIqKS"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/lsr/#JAN/201907211447/201907211447""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/lsr/#JAN/20190</span><span class=""invisible"">7211447/201907211447</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"At 9:47 AM CDT, 3 NNW Lexington [Holmes Co, MS] EMERGENCY MNGR reports FLASH FLOOD. ANDERSON ROAD CLOSED DUE TO FLOODING. https://mesonet.agron.iastate.edu/lsr/#JAN/201907211447/201907211447 …",2019-07-21 21:05:20,1563743120,1153048334464180225,/iembot_jan/status/1153048334464180225,36335798,iembot_jan
1706,LeaningOnTheLeft,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The DNC website says “Cities from Miami to Baltimore are already threatened by rising seas. California and the West have suffered years of brutal drought. Alaska has been scorched by wildfire. New York has been battered by superstorms, and Texas swamped by flash <strong>floods</strong>.”</p>",0,0,1,,,,0,"The DNC website says “Cities from Miami to Baltimore are already threatened by rising seas. California and the West have suffered years of brutal drought. Alaska has been scorched by wildfire. New York has been battered by superstorms, and Texas swamped by flash floods.”",2019-07-21 21:05:17,1563743117,1153048323525267456,/on_leaning/status/1153048323525267456,1059898044433354753,on_leaning
1707,NYC Weather Alerts,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">MERCER: Flash <strong>Flood</strong> Watch issued July 21 at 3:03PM EDT until July 23 at 8:00AM EDT by NWS <a class=""twitter-timeline-link"" data-expanded-url=""http://dlvr.it/R8qdC3"" dir=""ltr"" href=""https://t.co/XAeQpgaRHd"" rel=""nofollow noopener"" target=""_blank"" title=""http://dlvr.it/R8qdC3""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">dlvr.it/R8qdC3</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",0,0,0,,,,0,MERCER: Flash Flood Watch issued July 21 at 3:03PM EDT until July 23 at 8:00AM EDT by NWS http://dlvr.it/R8qdC3 ,2019-07-21 21:05:06,1563743106,1153048277048160256,/NYNewserWeather/status/1153048277048160256,2335742414,NYNewserWeather
1708,Ryan,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Dad joke of the day: Why do you have to act quickly during a <strong>flood</strong>?

Because it's an emergent sea.</p>",0,0,0,,,,0,"Dad joke of the day: Why do you have to act quickly during a flood?

Because it's an emergent sea.",2019-07-21 21:05:04,1563743104,1153048266654789633,/RyanonWrasslin/status/1153048266654789633,817876550175625216,RyanonWrasslin
1709,SafetyPin-Daily,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">As <strong>Flood</strong> Risks Increase Across the US, It's Time to Recognize the Limits of Levees | Amahia Mallea <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.commondreams.org/views/2019/07/20/flood-risks-increase-across-us-its-time-recognize-limits-levees"" dir=""ltr"" href=""https://t.co/bf3ELJOJH8"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.commondreams.org/views/2019/07/20/flood-risks-increase-across-us-its-time-recognize-limits-levees""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">commondreams.org/views/2019/07/</span><span class=""invisible"">20/flood-risks-increase-across-us-its-time-recognize-limits-levees</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,12,0,,,,8,"As Flood Risks Increase Across the US, It's Time to Recognize the Limits of Levees | Amahia Mallea https://www.commondreams.org/views/2019/07/20/flood-risks-increase-across-us-its-time-recognize-limits-levees …",2019-07-21 21:05:03,1563743103,1153048262737301510,/SafetyPinDaily/status/1153048262737301510,449600949,SafetyPinDaily
1710,NDTV News feed,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">166 Dead In Assam, Bihar <strong>Floods</strong>, Around 1.11 Crore Affected <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.ndtv.com/india-news/166-dead-in-assam-floods-bihar-floods-around-1-11-crore-affected-2073057"" dir=""ltr"" href=""https://t.co/QUlotewPPD"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.ndtv.com/india-news/166-dead-in-assam-floods-bihar-floods-around-1-11-crore-affected-2073057""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">ndtv.com/india-news/166</span><span class=""invisible"">-dead-in-assam-floods-bihar-floods-around-1-11-crore-affected-2073057</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,3,0,,,,2,"166 Dead In Assam, Bihar Floods, Around 1.11 Crore Affected https://www.ndtv.com/india-news/166-dead-in-assam-floods-bihar-floods-around-1-11-crore-affected-2073057 …",2019-07-21 21:05:01,1563743101,1153048258018709504,/ndtvfeed/status/1153048258018709504,96900937,ndtvfeed
1711,Annette Hunter,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Left over toxic waste, you mean that 200,000lbs of CO2 an internal combustion engine spews out? 

We will change or we will die. Imaginary problems with electrification are imaginary. Deadly summers and <strong>floods</strong> are very real.</p>",0,0,0,,,,0,"Left over toxic waste, you mean that 200,000lbs of CO2 an internal combustion engine spews out? 

We will change or we will die. Imaginary problems with electrification are imaginary. Deadly summers and floods are very real.",2019-07-21 21:04:49,1563743089,1153048207728885760,/annettehunter77/status/1153048207728885760,904847416116916224,annettehunter77
1712,Armador Thrash,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Nothing of any significance will happen with the Cubs.  Tommy will not allow it anymore.  He got the World Series....  Now he's gone cheap while people <strong>Flood</strong> his business's with money.</p>",0,0,0,,,,0,Nothing of any significance will happen with the Cubs.  Tommy will not allow it anymore.  He got the World Series....  Now he's gone cheap while people Flood his business's with money.,2019-07-21 21:04:45,1563743085,1153048187453812736,/ThrashArmador/status/1153048187453812736,1152703746427826182,ThrashArmador
1713,Remeisha Shade,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Flash <strong>Flood</strong> Warning issued for Wayne county until 10 PM.  Some parts of Wayne county have already picked up close to 3"" of rain over the last 3 hours.  Turn around, don't drown! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Flooding?src=hash""><s>#</s><b><strong>Flooding</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ohwx?src=hash""><s>#</s><b>ohwx</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/weather?src=hash""><s>#</s><b>weather</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WEWS?src=hash""><s>#</s><b>WEWS</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cleveland?src=hash""><s>#</s><b>Cleveland</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ky4aeykvrg"">pic.twitter.com/ky4aeykvrg</a></p>",0,2,0,,,,1,"Flash Flood Warning issued for Wayne county until 10 PM.  Some parts of Wayne county have already picked up close to 3"" of rain over the last 3 hours.  Turn around, don't drown! #Flooding #ohwx
#weather #WEWS #Clevelandpic.twitter.com/ky4aeykvrg",2019-07-21 21:04:40,1563743080,1153048168919175169,/RemeishaShadeTV/status/1153048168919175169,183430084,RemeishaShadeTV
1714,John Pratt,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Extreme heat wave hits US farmers already suffering from <strong>flooding</strong>.

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ClimateEmergency?src=hash""><s>#</s><b>ClimateEmergency</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/StopAdani?src=hash""><s>#</s><b>StopAdani</b></a> stop stealing our children’s future!

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Auspol?src=hash""><s>#</s><b>Auspol</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Qldpol?src=hash""><s>#</s><b>Qldpol</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ExtinctionRebellion?src=hash""><s>#</s><b>ExtinctionRebellion</b></a> 

⁦<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""16463397"" dir=""ltr"" href=""/BreakfastNews""><s>@</s><b>BreakfastNews</b></a>⁩ ⁦<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""95064543"" dir=""ltr"" href=""/ABCthedrum""><s>@</s><b>ABCthedrum</b></a>⁩ 
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""254515782"" dir=""ltr"" href=""/AlboMP""><s>@</s><b>AlboMP</b></a>⁩ ⁦<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""256833444"" dir=""ltr"" href=""/AnnastaciaMP""><s>@</s><b>AnnastaciaMP</b></a>⁩<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.cnbc.com/2019/07/19/extreme-heat-wave-hits-us-farmers-already-suffering-from-flooding.html"" dir=""ltr"" href=""https://t.co/5UzMvrwsHM"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.cnbc.com/2019/07/19/extreme-heat-wave-hits-us-farmers-already-suffering-from-flooding.html""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">cnbc.com/2019/07/19/ext</span><span class=""invisible"">reme-heat-wave-hits-us-farmers-already-suffering-from-flooding.html</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,13,0,,,,11,"Extreme heat wave hits US farmers already suffering from flooding.

#ClimateEmergency #StopAdani stop stealing our children’s future!

#Auspol #Qldpol
#ExtinctionRebellion 

⁦@BreakfastNews⁩ ⁦@ABCthedrum⁩ 
@AlboMP⁩ ⁦@AnnastaciaMP⁩https://www.cnbc.com/2019/07/19/extreme-heat-wave-hits-us-farmers-already-suffering-from-flooding.html …",2019-07-21 21:04:26,1563743066,1153048108151914496,/Jackthelad1947/status/1153048108151914496,172081908,Jackthelad1947
1715,IEMBot JAN,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">At 10:17 AM CDT, 4 SW Acona [Holmes Co, MS] EMERGENCY MNGR reports FLASH <strong>FLOOD</strong>. BELL BOTTOM RD CLOSED DUE TO <strong>FLOODING</strong>. <a class=""twitter-timeline-link"" data-expanded-url=""https://mesonet.agron.iastate.edu/lsr/#JAN/201907211517/201907211517"" dir=""ltr"" href=""https://t.co/OTCgW9WJ9F"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/lsr/#JAN/201907211517/201907211517""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/lsr/#JAN/20190</span><span class=""invisible"">7211517/201907211517</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"At 10:17 AM CDT, 4 SW Acona [Holmes Co, MS] EMERGENCY MNGR reports FLASH FLOOD. BELL BOTTOM RD CLOSED DUE TO FLOODING. https://mesonet.agron.iastate.edu/lsr/#JAN/201907211517/201907211517 …",2019-07-21 21:04:05,1563743045,1153048022550491136,/iembot_jan/status/1153048022550491136,36335798,iembot_jan
1716,Chris Cerenelli,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Flash <strong>Flood</strong> Warning For Parts of the WFMJ Viewing Area. Details: <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/4S325QOJBd"">pic.twitter.com/4S325QOJBd</a></p>",0,1,0,,,,0,Flash Flood Warning For Parts of the WFMJ Viewing Area. Details: pic.twitter.com/4S325QOJBd,2019-07-21 21:04:03,1563743043,1153048014627454977,/ChrisWFMJ/status/1153048014627454977,998454357044625408,ChrisWFMJ
1717,flood歌詞bot,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">頂上は遠くても見えてんだろ
_Leo</p>",0,0,0,,,,0,"頂上は遠くても見えてんだろ
_Leo",2019-07-21 21:04:02,1563743042,1153048008084189184,/a_flood_of_bot/status/1153048008084189184,1458430837,a_flood_of_bot
1718,Ramel Carpenter,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Flash <strong>Flood</strong> Warning For Parts of the WFMJ Viewing Area. Details: <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/vl6nm6Owzu"">pic.twitter.com/vl6nm6Owzu</a></p>",0,1,0,,,,1,Flash Flood Warning For Parts of the WFMJ Viewing Area. Details: pic.twitter.com/vl6nm6Owzu,2019-07-21 21:04:01,1563743041,1153048004426960896,/ramelcarpenter/status/1153048004426960896,397530851,ramelcarpenter
1719,Emily Frazzini,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Flash <strong>Flood</strong> Warning For Parts of the WFMJ Viewing Area. Details: <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/uWZ3PRrm5R"">pic.twitter.com/uWZ3PRrm5R</a></p>",0,1,0,,,,0,Flash Flood Warning For Parts of the WFMJ Viewing Area. Details: pic.twitter.com/uWZ3PRrm5R,2019-07-21 21:03:59,1563743039,1153047994956226560,/emilyfrazzWFMJ/status/1153047994956226560,990947699234103299,emilyfrazzWFMJ
1720,🍗Turkey Leg Fred😈,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Mfs Think You Sayin Go Divin When That Mf On Automatic <strong>Flood</strong> Control <img alt=""😭"" aria-label=""Emoji: Loudly crying face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f62d.png"" title=""Loudly crying face""/><img alt=""😂"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/></p>",0,0,0,,,,0,Mfs Think You Sayin Go Divin When That Mf On Automatic Flood Control ,2019-07-21 21:03:55,1563743035,1153047980393553921,/JuicyJayHoe/status/1153047980393553921,262877136,JuicyJayHoe
1721,Andrew DiPaolo,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Flash <strong>Flood</strong> Warning For Parts of the WFMJ Viewing Area. Details: <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/2kiFnWjTUI"">pic.twitter.com/2kiFnWjTUI</a></p>",0,1,0,,,,0,Flash Flood Warning For Parts of the WFMJ Viewing Area. Details: pic.twitter.com/2kiFnWjTUI,2019-07-21 21:03:51,1563743031,1153047961821155331,/AndrewWFMJ/status/1153047961821155331,69918307,AndrewWFMJ
1722,StormTracker 21,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Flash <strong>Flood</strong> Warning For Parts of the WFMJ Viewing Area. Details: <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/MB4xjqHsim"">pic.twitter.com/MB4xjqHsim</a></p>",0,3,0,,,,4,Flash Flood Warning For Parts of the WFMJ Viewing Area. Details: pic.twitter.com/MB4xjqHsim,2019-07-21 21:03:48,1563743028,1153047951205384192,/StormTracker21/status/1153047951205384192,141379073,StormTracker21
1723,Eric Wilhelm,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Flash <strong>Flood</strong> Warning For Parts of the WFMJ Viewing Area. Details: <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/p83ECVx1o0"">pic.twitter.com/p83ECVx1o0</a></p>",0,1,1,,,,1,Flash Flood Warning For Parts of the WFMJ Viewing Area. Details: pic.twitter.com/p83ECVx1o0,2019-07-21 21:03:46,1563743026,1153047941315223553,/EricWFMJ/status/1153047941315223553,19449948,EricWFMJ
1724,Barclay-Kallistra,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Since we now know that ""Astral"" is Darkness and ""Umbral"" is Light, wouldn't it make sense that Astral Fire - a very active state of fire - be able to burn? Since the World of Darkness was created as such by the <strong>Flood</strong> of Darkness, with all Astral aether being jacked up to 110%?</p>",0,3,2,,,,0,"Since we now know that ""Astral"" is Darkness and ""Umbral"" is Light, wouldn't it make sense that Astral Fire - a very active state of fire - be able to burn? Since the World of Darkness was created as such by the Flood of Darkness, with all Astral aether being jacked up to 110%?",2019-07-21 21:03:43,1563743023,1153047929088860161,/Brcly_Kallistra/status/1153047929088860161,1541624137,Brcly_Kallistra
1725,James Bejon,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">And he might be right.

But then why not just read the single <strong>flood</strong> narrative of Gen. 6-9 in such a manner?

Alternatively, a source critic might dismiss our concern as a minor wrinkle which does not detract from the overall success of the classic source critical approach.</p>",0,6,1,,,,0,"And he might be right.

But then why not just read the single flood narrative of Gen. 6-9 in such a manner?

Alternatively, a source critic might dismiss our concern as a minor wrinkle which does not detract from the overall success of the classic source critical approach.",2019-07-21 21:03:24,1563743004,1153047850730819584,/JamesBejon/status/1153047850730819584,859885488668389377,JamesBejon
1726,Canb0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""tr"">Sirketlerde neden kurumsal iletisim bolumu oldugunun en guzel orgeni bu yazi olmus. :) <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""190235731"" dir=""ltr"" href=""/umutayildiz""><s>@</s><b>umutayildiz</b></a> dogasi geregi teknik anlatmis, muhendislik bilimine hakim olmayan biri bunu tam oturtamaz.Benim icin cevaplar on numara, bes yildiz.Twitter guruhu icin PR'ci yazmali bu <strong>flood</strong>'u :)</p>",0,9,1,,,,0,"Sirketlerde neden kurumsal iletisim bolumu oldugunun en guzel orgeni bu yazi olmus. :) @umutayildiz dogasi geregi teknik anlatmis, muhendislik bilimine hakim olmayan biri bunu tam oturtamaz.Benim icin cevaplar on numara, bes yildiz.Twitter guruhu icin PR'ci yazmali bu flood'u :)",2019-07-21 21:03:16,1563742996,1153047815683264512,/Canb0/status/1153047815683264512,293637940,Canb0
1727,Mürekkep Damlası,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""tr"">Hak Hukuk Adalet ve Hakkaniyet (‘Bir Hatıra; Hukukun Kişiselliği’) || <a class=""twitter-timeline-link"" data-expanded-url=""https://murekkepdamlasi4.blogspot.com/2019/07/hak-hukuk-adalet-ve-hakkaniyet-bir.html"" dir=""ltr"" href=""https://t.co/DrSoHnFAoU"" rel=""nofollow noopener"" target=""_blank"" title=""https://murekkepdamlasi4.blogspot.com/2019/07/hak-hukuk-adalet-ve-hakkaniyet-bir.html""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">murekkepdamlasi4.blogspot.com/2019/07/hak-hu</span><span class=""invisible"">kuk-adalet-ve-hakkaniyet-bir.html</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>
Hukuk, adalet ve hakkaniyet konusunu önemseyenler için, 22 yıllık avukatlık ve 15 yıllık hukuk hocalığı geçmişimdeki en önemli tecrübelerden birine dair <strong>flood</strong>.… <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://mutlakaoku.com/hak-hukuk-adalet-ve-hakkaniyet-bir-hatira-hukukun-kisiselligi/"" dir=""ltr"" href=""https://t.co/FpkWriZCFj"" rel=""nofollow noopener"" target=""_blank"" title=""https://mutlakaoku.com/hak-hukuk-adalet-ve-hakkaniyet-bir-hatira-hukukun-kisiselligi/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mutlakaoku.com/hak-hukuk-adal</span><span class=""invisible"">et-ve-hakkaniyet-bir-hatira-hukukun-kisiselligi/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,1,0,,,,0,"Hak Hukuk Adalet ve Hakkaniyet (‘Bir Hatıra; Hukukun Kişiselliği’) || https://murekkepdamlasi4.blogspot.com/2019/07/hak-hukuk-adalet-ve-hakkaniyet-bir.html …
Hukuk, adalet ve hakkaniyet konusunu önemseyenler için, 22 yıllık avukatlık ve 15 yıllık hukuk hocalığı geçmişimdeki en önemli tecrübelerden birine dair flood.… https://mutlakaoku.com/hak-hukuk-adalet-ve-hakkaniyet-bir-hatira-hukukun-kisiselligi/ …",2019-07-21 21:03:11,1563742991,1153047792681721856,/MurekkepDamla/status/1153047792681721856,930539507052576769,MurekkepDamla
1728,Tony Williams,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The National Weather Service in Sterling Virginia has issued a

* <strong>Flood</strong> Warning for...
Southeastern Rockingham County in western Virginia...
East central Augusta County in western Virginia...
The northern City... <a class=""twitter-timeline-link"" data-expanded-url=""https://www.facebook.com/251859831646544/posts/1430611837104665/"" dir=""ltr"" href=""https://t.co/SuU9bBc0n9"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.facebook.com/251859831646544/posts/1430611837104665/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">facebook.com/25185983164654</span><span class=""invisible"">4/posts/1430611837104665/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,1,0,,,,0,"The National Weather Service in Sterling Virginia has issued a

* Flood Warning for...
Southeastern Rockingham County in western Virginia...
East central Augusta County in western Virginia...
The northern City... https://www.facebook.com/251859831646544/posts/1430611837104665/ …",2019-07-21 21:03:06,1563742986,1153047772821692417,/Rockingham_1st/status/1153047772821692417,940527947659792384,Rockingham_1st
